"","state_to","state_from","flow","year","st_to","st_from"
"34800","Connecticut","Louisiana",597,2018,"CT","LA"
"34801","Connecticut","Maine",1342,2018,"CT","ME"
"34802","Connecticut","Maryland",1182,2018,"CT","MD"
"34803","Connecticut","Massachusetts",7630,2018,"CT","MA"
"34804","Connecticut","Michigan",819,2018,"CT","MI"
"34805","Connecticut","Minnesota",106,2018,"CT","MN"
"34806","Connecticut","Mississippi",0,2018,"CT","MS"
"34807","Connecticut","Missouri",69,2018,"CT","MO"
"34808","Connecticut","Montana",35,2018,"CT","MT"
"34809","Connecticut","Nebraska",0,2018,"CT","NE"
"34810","Connecticut","Nevada",149,2018,"CT","NV"
"34811","Connecticut","New Hampshire",939,2018,"CT","NH"
"34812","Connecticut","New Jersey",4573,2018,"CT","NJ"
"34813","Connecticut","New Mexico",0,2018,"CT","NM"
"34814","Connecticut","New York",27361,2018,"CT","NY"
"34815","Connecticut","North Carolina",1145,2018,"CT","NC"
"34816","Connecticut","North Dakota",0,2018,"CT","ND"
"34817","Connecticut","Ohio",1410,2018,"CT","OH"
"34818","Connecticut","Oklahoma",172,2018,"CT","OK"
"34819","Connecticut","Oregon",642,2018,"CT","OR"
"34820","Connecticut","Pennsylvania",3446,2018,"CT","PA"
"34821","Connecticut","Rhode Island",2136,2018,"CT","RI"
"34822","Connecticut","South Carolina",1811,2018,"CT","SC"
"34823","Connecticut","South Dakota",0,2018,"CT","SD"
"34824","Connecticut","Tennessee",743,2018,"CT","TN"
"34825","Connecticut","Texas",4044,2018,"CT","TX"
"34826","Connecticut","Utah",1305,2018,"CT","UT"
"34827","Connecticut","Vermont",595,2018,"CT","VT"
"34828","Connecticut","Virginia",2294,2018,"CT","VA"
"34829","Connecticut","Washington",1062,2018,"CT","WA"
"34830","Connecticut","West Virginia",181,2018,"CT","WV"
"34831","Connecticut","Wisconsin",328,2018,"CT","WI"
"34832","Connecticut","Wyoming",0,2018,"CT","WY"
"34833","Connecticut","Puerto Rico",4485,2018,"CT","PR"
"34834","Delaware","Alabama",39,2018,"DE","AL"
"34835","Delaware","Alaska",0,2018,"DE","AK"
"34836","Delaware","Arizona",115,2018,"DE","AZ"
"34837","Delaware","Arkansas",0,2018,"DE","AR"
"34838","Delaware","California",551,2018,"DE","CA"
"34839","Delaware","Colorado",0,2018,"DE","CO"
"34840","Delaware","Connecticut",487,2018,"DE","CT"
"34841","Delaware","District of Columbia",136,2018,"DE","DC"
"34842","Delaware","Florida",1122,2018,"DE","FL"
"34843","Delaware","Georgia",118,2018,"DE","GA"
"34844","Delaware","Hawaii",0,2018,"DE","HI"
"34845","Delaware","Idaho",0,2018,"DE","ID"
"34846","Delaware","Illinois",191,2018,"DE","IL"
"34847","Delaware","Indiana",50,2018,"DE","IN"
"34848","Delaware","Iowa",205,2018,"DE","IA"
"34849","Delaware","Kansas",747,2018,"DE","KS"
"34850","Delaware","Kentucky",94,2018,"DE","KY"
"34851","Delaware","Louisiana",468,2018,"DE","LA"
"34852","Delaware","Maine",101,2018,"DE","ME"
"34853","Delaware","Maryland",5639,2018,"DE","MD"
"34854","Delaware","Massachusetts",481,2018,"DE","MA"
"34855","Delaware","Michigan",153,2018,"DE","MI"
"34856","Delaware","Minnesota",0,2018,"DE","MN"
"34857","Delaware","Mississippi",148,2018,"DE","MS"
"34858","Delaware","Missouri",0,2018,"DE","MO"
"34859","Delaware","Montana",0,2018,"DE","MT"
"34860","Delaware","Nebraska",86,2018,"DE","NE"
"34861","Delaware","Nevada",0,2018,"DE","NV"
"34862","Delaware","New Hampshire",157,2018,"DE","NH"
"34863","Delaware","New Jersey",6112,2018,"DE","NJ"
"34864","Delaware","New Mexico",30,2018,"DE","NM"
"34865","Delaware","New York",2907,2018,"DE","NY"
"34866","Delaware","North Carolina",586,2018,"DE","NC"
"34867","Delaware","North Dakota",167,2018,"DE","ND"
"34868","Delaware","Ohio",446,2018,"DE","OH"
"34869","Delaware","Oklahoma",0,2018,"DE","OK"
"34870","Delaware","Oregon",0,2018,"DE","OR"
"34871","Delaware","Pennsylvania",9991,2018,"DE","PA"
"34872","Delaware","Rhode Island",187,2018,"DE","RI"
"34873","Delaware","South Carolina",470,2018,"DE","SC"
"34874","Delaware","South Dakota",0,2018,"DE","SD"
"34875","Delaware","Tennessee",103,2018,"DE","TN"
"34876","Delaware","Texas",378,2018,"DE","TX"
"34877","Delaware","Utah",99,2018,"DE","UT"
"34878","Delaware","Vermont",305,2018,"DE","VT"
"34879","Delaware","Virginia",1458,2018,"DE","VA"
"34880","Delaware","Washington",0,2018,"DE","WA"
"34881","Delaware","West Virginia",124,2018,"DE","WV"
"34882","Delaware","Wisconsin",0,2018,"DE","WI"
"34883","Delaware","Wyoming",0,2018,"DE","WY"
"34884","Delaware","Puerto Rico",185,2018,"DE","PR"
"34885","District of Columbia","Alabama",174,2018,"DC","AL"
"34886","District of Columbia","Alaska",0,2018,"DC","AK"
"34887","District of Columbia","Arizona",204,2018,"DC","AZ"
"34888","District of Columbia","Arkansas",0,2018,"DC","AR"
"34889","District of Columbia","California",3803,2018,"DC","CA"
"34890","District of Columbia","Colorado",336,2018,"DC","CO"
"34891","District of Columbia","Connecticut",262,2018,"DC","CT"
"34892","District of Columbia","Delaware",182,2018,"DC","DE"
"34893","District of Columbia","Florida",1789,2018,"DC","FL"
"34894","District of Columbia","Georgia",647,2018,"DC","GA"
"34895","District of Columbia","Hawaii",124,2018,"DC","HI"
"34896","District of Columbia","Idaho",0,2018,"DC","ID"
"34897","District of Columbia","Illinois",1066,2018,"DC","IL"
"34898","District of Columbia","Indiana",146,2018,"DC","IN"
"34899","District of Columbia","Iowa",162,2018,"DC","IA"
"34900","District of Columbia","Kansas",0,2018,"DC","KS"
"34901","District of Columbia","Kentucky",110,2018,"DC","KY"
"34902","District of Columbia","Louisiana",0,2018,"DC","LA"
"34903","District of Columbia","Maine",61,2018,"DC","ME"
"34904","District of Columbia","Maryland",12735,2018,"DC","MD"
"34905","District of Columbia","Massachusetts",1664,2018,"DC","MA"
"34906","District of Columbia","Michigan",486,2018,"DC","MI"
"34907","District of Columbia","Minnesota",143,2018,"DC","MN"
"34908","District of Columbia","Mississippi",146,2018,"DC","MS"
"34909","District of Columbia","Missouri",201,2018,"DC","MO"
"34910","District of Columbia","Montana",92,2018,"DC","MT"
"34911","District of Columbia","Nebraska",0,2018,"DC","NE"
"34912","District of Columbia","Nevada",36,2018,"DC","NV"
"34913","District of Columbia","New Hampshire",130,2018,"DC","NH"
"34914","District of Columbia","New Jersey",2382,2018,"DC","NJ"
"34915","District of Columbia","New Mexico",0,2018,"DC","NM"
"34916","District of Columbia","New York",4642,2018,"DC","NY"
"34917","District of Columbia","North Carolina",1026,2018,"DC","NC"
"34918","District of Columbia","North Dakota",0,2018,"DC","ND"
"34919","District of Columbia","Ohio",1592,2018,"DC","OH"
"34920","District of Columbia","Oklahoma",0,2018,"DC","OK"
"34921","District of Columbia","Oregon",80,2018,"DC","OR"
"34922","District of Columbia","Pennsylvania",1617,2018,"DC","PA"
"34923","District of Columbia","Rhode Island",87,2018,"DC","RI"
"34924","District of Columbia","South Carolina",408,2018,"DC","SC"
"34925","District of Columbia","South Dakota",0,2018,"DC","SD"
"34926","District of Columbia","Tennessee",690,2018,"DC","TN"
"34927","District of Columbia","Texas",1036,2018,"DC","TX"
"34928","District of Columbia","Utah",215,2018,"DC","UT"
"34929","District of Columbia","Vermont",213,2018,"DC","VT"
"34930","District of Columbia","Virginia",7773,2018,"DC","VA"
"34931","District of Columbia","Washington",387,2018,"DC","WA"
"34932","District of Columbia","West Virginia",294,2018,"DC","WV"
"34933","District of Columbia","Wisconsin",346,2018,"DC","WI"
"34934","District of Columbia","Wyoming",68,2018,"DC","WY"
"34935","District of Columbia","Puerto Rico",183,2018,"DC","PR"
"34936","Florida","Alabama",12870,2018,"FL","AL"
"34937","Florida","Alaska",1388,2018,"FL","AK"
"34938","Florida","Arizona",4542,2018,"FL","AZ"
"34939","Florida","Arkansas",3239,2018,"FL","AR"
"34940","Florida","California",26888,2018,"FL","CA"
"34941","Florida","Colorado",15746,2018,"FL","CO"
"34942","Florida","Connecticut",18291,2018,"FL","CT"
"34943","Florida","Delaware",4124,2018,"FL","DE"
"34944","Florida","District of Columbia",983,2018,"FL","DC"
"34945","Florida","Georgia",35350,2018,"FL","GA"
"34946","Florida","Hawaii",3008,2018,"FL","HI"
"34947","Florida","Idaho",1594,2018,"FL","ID"
"34948","Florida","Illinois",27622,2018,"FL","IL"
"34949","Florida","Indiana",11784,2018,"FL","IN"
"34950","Florida","Iowa",3538,2018,"FL","IA"
"34951","Florida","Kansas",2970,2018,"FL","KS"
"34952","Florida","Kentucky",11330,2018,"FL","KY"
"34953","Florida","Louisiana",4389,2018,"FL","LA"
"34954","Florida","Maine",2783,2018,"FL","ME"
"34955","Florida","Maryland",15173,2018,"FL","MD"
"34956","Florida","Massachusetts",20314,2018,"FL","MA"
"34957","Florida","Michigan",20852,2018,"FL","MI"
"34958","Florida","Minnesota",6820,2018,"FL","MN"
"34959","Florida","Mississippi",2984,2018,"FL","MS"
"34960","Florida","Missouri",9774,2018,"FL","MO"
"34961","Florida","Montana",1007,2018,"FL","MT"
"34962","Florida","Nebraska",3893,2018,"FL","NE"
"34963","Florida","Nevada",3772,2018,"FL","NV"
"34964","Florida","New Hampshire",5137,2018,"FL","NH"
"34965","Florida","New Jersey",30105,2018,"FL","NJ"
"34966","Florida","New Mexico",2558,2018,"FL","NM"
"34967","Florida","New York",63033,2018,"FL","NY"
"34968","Florida","North Carolina",26708,2018,"FL","NC"
"34969","Florida","North Dakota",1485,2018,"FL","ND"
"34970","Florida","Ohio",22452,2018,"FL","OH"
"34971","Florida","Oklahoma",3190,2018,"FL","OK"
"34972","Florida","Oregon",3639,2018,"FL","OR"
"34973","Florida","Pennsylvania",31712,2018,"FL","PA"
"34974","Florida","Rhode Island",4219,2018,"FL","RI"
"34975","Florida","South Carolina",15250,2018,"FL","SC"
"34976","Florida","South Dakota",3062,2018,"FL","SD"
"34977","Florida","Tennessee",13285,2018,"FL","TN"
"34978","Florida","Texas",24197,2018,"FL","TX"
"34979","Florida","Utah",3558,2018,"FL","UT"
"34980","Florida","Vermont",1723,2018,"FL","VT"
"34981","Florida","Virginia",31798,2018,"FL","VA"
"34982","Florida","Washington",9045,2018,"FL","WA"
"34983","Florida","West Virginia",5760,2018,"FL","WV"
"34984","Florida","Wisconsin",7573,2018,"FL","WI"
"34985","Florida","Wyoming",744,2018,"FL","WY"
"34986","Florida","Puerto Rico",44710,2018,"FL","PR"
"34987","Georgia","Alabama",15589,2018,"GA","AL"
"34988","Georgia","Alaska",917,2018,"GA","AK"
"34989","Georgia","Arizona",2255,2018,"GA","AZ"
"34990","Georgia","Arkansas",1900,2018,"GA","AR"
"34991","Georgia","California",16745,2018,"GA","CA"
"34992","Georgia","Colorado",3497,2018,"GA","CO"
"34993","Georgia","Connecticut",5574,2018,"GA","CT"
"34994","Georgia","Delaware",520,2018,"GA","DE"
"34995","Georgia","District of Columbia",571,2018,"GA","DC"
"34996","Georgia","Florida",51020,2018,"GA","FL"
"34997","Georgia","Hawaii",2335,2018,"GA","HI"
"34998","Georgia","Idaho",193,2018,"GA","ID"
"34999","Georgia","Illinois",6146,2018,"GA","IL"
"35000","Georgia","Indiana",4151,2018,"GA","IN"
"35001","Georgia","Iowa",1995,2018,"GA","IA"
"35002","Georgia","Kansas",1110,2018,"GA","KS"
"35003","Georgia","Kentucky",2027,2018,"GA","KY"
"35004","Georgia","Louisiana",3082,2018,"GA","LA"
"35005","Georgia","Maine",89,2018,"GA","ME"
"35006","Georgia","Maryland",5797,2018,"GA","MD"
"35007","Georgia","Massachusetts",2577,2018,"GA","MA"
"35008","Georgia","Michigan",5592,2018,"GA","MI"
"35009","Georgia","Minnesota",1042,2018,"GA","MN"
"35010","Georgia","Mississippi",2967,2018,"GA","MS"
"35011","Georgia","Missouri",2889,2018,"GA","MO"
"35012","Georgia","Montana",1018,2018,"GA","MT"
"35013","Georgia","Nebraska",2097,2018,"GA","NE"
"35014","Georgia","Nevada",674,2018,"GA","NV"
"35015","Georgia","New Hampshire",103,2018,"GA","NH"
"35016","Georgia","New Jersey",9055,2018,"GA","NJ"
"35017","Georgia","New Mexico",1619,2018,"GA","NM"
"35018","Georgia","New York",10754,2018,"GA","NY"
"35019","Georgia","North Carolina",16957,2018,"GA","NC"
"35020","Georgia","North Dakota",364,2018,"GA","ND"
"35021","Georgia","Ohio",6935,2018,"GA","OH"
"35022","Georgia","Oklahoma",3297,2018,"GA","OK"
"35023","Georgia","Oregon",909,2018,"GA","OR"
"35024","Georgia","Pennsylvania",4527,2018,"GA","PA"
"35025","Georgia","Rhode Island",196,2018,"GA","RI"
"35026","Georgia","South Carolina",16328,2018,"GA","SC"
"35027","Georgia","South Dakota",522,2018,"GA","SD"
"35028","Georgia","Tennessee",18283,2018,"GA","TN"
"35029","Georgia","Texas",22746,2018,"GA","TX"
"35030","Georgia","Utah",1123,2018,"GA","UT"
"35031","Georgia","Vermont",431,2018,"GA","VT"
"35032","Georgia","Virginia",6992,2018,"GA","VA"
"35033","Georgia","Washington",3520,2018,"GA","WA"
"35034","Georgia","West Virginia",1277,2018,"GA","WV"
"35035","Georgia","Wisconsin",2627,2018,"GA","WI"
"35036","Georgia","Wyoming",1339,2018,"GA","WY"
"35037","Georgia","Puerto Rico",1382,2018,"GA","PR"
"35038","Hawaii","Alabama",484,2018,"HI","AL"
"35039","Hawaii","Alaska",1509,2018,"HI","AK"
"35040","Hawaii","Arizona",2167,2018,"HI","AZ"
"35041","Hawaii","Arkansas",0,2018,"HI","AR"
"35042","Hawaii","California",10456,2018,"HI","CA"
"35043","Hawaii","Colorado",3164,2018,"HI","CO"
"35044","Hawaii","Connecticut",114,2018,"HI","CT"
"35045","Hawaii","Delaware",52,2018,"HI","DE"
"35046","Hawaii","District of Columbia",768,2018,"HI","DC"
"35047","Hawaii","Florida",3085,2018,"HI","FL"
"35048","Hawaii","Georgia",2192,2018,"HI","GA"
"35049","Hawaii","Idaho",1027,2018,"HI","ID"
"35050","Hawaii","Illinois",583,2018,"HI","IL"
"35051","Hawaii","Indiana",306,2018,"HI","IN"
"35052","Hawaii","Iowa",586,2018,"HI","IA"
"35053","Hawaii","Kansas",1385,2018,"HI","KS"
"35054","Hawaii","Kentucky",170,2018,"HI","KY"
"35055","Hawaii","Louisiana",320,2018,"HI","LA"
"35056","Hawaii","Maine",124,2018,"HI","ME"
"35057","Hawaii","Maryland",574,2018,"HI","MD"
"35058","Hawaii","Massachusetts",656,2018,"HI","MA"
"35059","Hawaii","Michigan",115,2018,"HI","MI"
"35060","Hawaii","Minnesota",363,2018,"HI","MN"
"35061","Hawaii","Mississippi",219,2018,"HI","MS"
"35062","Hawaii","Missouri",1129,2018,"HI","MO"
"35063","Hawaii","Montana",165,2018,"HI","MT"
"35064","Hawaii","Nebraska",481,2018,"HI","NE"
"35065","Hawaii","Nevada",502,2018,"HI","NV"
"35066","Hawaii","New Hampshire",0,2018,"HI","NH"
"35067","Hawaii","New Jersey",24,2018,"HI","NJ"
"35068","Hawaii","New Mexico",122,2018,"HI","NM"
"35069","Hawaii","New York",1416,2018,"HI","NY"
"35070","Hawaii","North Carolina",843,2018,"HI","NC"
"35071","Hawaii","North Dakota",0,2018,"HI","ND"
"35072","Hawaii","Ohio",510,2018,"HI","OH"
"35073","Hawaii","Oklahoma",1172,2018,"HI","OK"
"35074","Hawaii","Oregon",1615,2018,"HI","OR"
"35075","Hawaii","Pennsylvania",580,2018,"HI","PA"
"35076","Hawaii","Rhode Island",0,2018,"HI","RI"
"35077","Hawaii","South Carolina",1072,2018,"HI","SC"
"35078","Hawaii","South Dakota",50,2018,"HI","SD"
"35079","Hawaii","Tennessee",723,2018,"HI","TN"
"35080","Hawaii","Texas",4180,2018,"HI","TX"
"35081","Hawaii","Utah",413,2018,"HI","UT"
"35082","Hawaii","Vermont",0,2018,"HI","VT"
"35083","Hawaii","Virginia",3987,2018,"HI","VA"
"35084","Hawaii","Washington",4351,2018,"HI","WA"
"35085","Hawaii","West Virginia",0,2018,"HI","WV"
"35086","Hawaii","Wisconsin",142,2018,"HI","WI"
"35087","Hawaii","Wyoming",178,2018,"HI","WY"
"35088","Hawaii","Puerto Rico",68,2018,"HI","PR"
"35089","Idaho","Alabama",84,2018,"ID","AL"
"35090","Idaho","Alaska",1179,2018,"ID","AK"
"35091","Idaho","Arizona",3852,2018,"ID","AZ"
"35092","Idaho","Arkansas",496,2018,"ID","AR"
"35093","Idaho","California",21018,2018,"ID","CA"
"35094","Idaho","Colorado",1505,2018,"ID","CO"
"35095","Idaho","Connecticut",1905,2018,"ID","CT"
"35096","Idaho","Delaware",0,2018,"ID","DE"
"35097","Idaho","District of Columbia",0,2018,"ID","DC"
"35098","Idaho","Florida",1406,2018,"ID","FL"
"35099","Idaho","Georgia",436,2018,"ID","GA"
"35100","Idaho","Hawaii",0,2018,"ID","HI"
"35101","Idaho","Illinois",120,2018,"ID","IL"
"35102","Idaho","Indiana",521,2018,"ID","IN"
"35103","Idaho","Iowa",178,2018,"ID","IA"
"35104","Idaho","Kansas",571,2018,"ID","KS"
"35105","Idaho","Kentucky",40,2018,"ID","KY"
"35106","Idaho","Louisiana",264,2018,"ID","LA"
"35107","Idaho","Maine",0,2018,"ID","ME"
"35108","Idaho","Maryland",75,2018,"ID","MD"
"35109","Idaho","Massachusetts",0,2018,"ID","MA"
"35110","Idaho","Michigan",212,2018,"ID","MI"
"35111","Idaho","Minnesota",631,2018,"ID","MN"
"35112","Idaho","Mississippi",209,2018,"ID","MS"
"35113","Idaho","Missouri",359,2018,"ID","MO"
"35114","Idaho","Montana",2880,2018,"ID","MT"
"35115","Idaho","Nebraska",146,2018,"ID","NE"
"35116","Idaho","Nevada",3736,2018,"ID","NV"
"35117","Idaho","New Hampshire",0,2018,"ID","NH"
"35118","Idaho","New Jersey",27,2018,"ID","NJ"
"35119","Idaho","New Mexico",181,2018,"ID","NM"
"35120","Idaho","New York",2943,2018,"ID","NY"
"35121","Idaho","North Carolina",1331,2018,"ID","NC"
"35122","Idaho","North Dakota",261,2018,"ID","ND"
"35123","Idaho","Ohio",82,2018,"ID","OH"
"35124","Idaho","Oklahoma",795,2018,"ID","OK"
"35125","Idaho","Oregon",4735,2018,"ID","OR"
"35126","Idaho","Pennsylvania",937,2018,"ID","PA"
"35127","Idaho","Rhode Island",0,2018,"ID","RI"
"35128","Idaho","South Carolina",62,2018,"ID","SC"
"35129","Idaho","South Dakota",0,2018,"ID","SD"
"35130","Idaho","Tennessee",482,2018,"ID","TN"
"35131","Idaho","Texas",2605,2018,"ID","TX"
"35132","Idaho","Utah",6626,2018,"ID","UT"
"35133","Idaho","Vermont",64,2018,"ID","VT"
"35134","Idaho","Virginia",804,2018,"ID","VA"
"35135","Idaho","Washington",14955,2018,"ID","WA"
"35136","Idaho","West Virginia",154,2018,"ID","WV"
"35137","Idaho","Wisconsin",42,2018,"ID","WI"
"35138","Idaho","Wyoming",856,2018,"ID","WY"
"35139","Idaho","Puerto Rico",703,2018,"ID","PR"
"35140","Illinois","Alabama",1280,2018,"IL","AL"
"35141","Illinois","Alaska",1400,2018,"IL","AK"
"35142","Illinois","Arizona",5818,2018,"IL","AZ"
"35143","Illinois","Arkansas",1188,2018,"IL","AR"
"35144","Illinois","California",16518,2018,"IL","CA"
"35145","Illinois","Colorado",3208,2018,"IL","CO"
"35146","Illinois","Connecticut",1911,2018,"IL","CT"
"35147","Illinois","Delaware",9,2018,"IL","DE"
"35148","Illinois","District of Columbia",1020,2018,"IL","DC"
"35149","Illinois","Florida",13561,2018,"IL","FL"
"35150","Illinois","Georgia",4106,2018,"IL","GA"
"35151","Illinois","Hawaii",459,2018,"IL","HI"
"35152","Illinois","Idaho",1093,2018,"IL","ID"
"35153","Illinois","Indiana",16223,2018,"IL","IN"
"35154","Illinois","Iowa",7727,2018,"IL","IA"
"35155","Illinois","Kansas",2047,2018,"IL","KS"
"35156","Illinois","Kentucky",3289,2018,"IL","KY"
"35157","Illinois","Louisiana",2373,2018,"IL","LA"
"35158","Illinois","Maine",0,2018,"IL","ME"
"35159","Illinois","Maryland",3011,2018,"IL","MD"
"35160","Illinois","Massachusetts",3956,2018,"IL","MA"
"35161","Illinois","Michigan",9210,2018,"IL","MI"
"35162","Illinois","Minnesota",4498,2018,"IL","MN"
"35163","Illinois","Mississippi",2169,2018,"IL","MS"
"35164","Illinois","Missouri",15055,2018,"IL","MO"
"35165","Illinois","Montana",317,2018,"IL","MT"
"35166","Illinois","Nebraska",881,2018,"IL","NE"
"35167","Illinois","Nevada",1555,2018,"IL","NV"
"35168","Illinois","New Hampshire",42,2018,"IL","NH"
"35169","Illinois","New Jersey",3488,2018,"IL","NJ"
"35170","Illinois","New Mexico",1041,2018,"IL","NM"
"35171","Illinois","New York",8838,2018,"IL","NY"
"35172","Illinois","North Carolina",4544,2018,"IL","NC"
"35173","Illinois","North Dakota",540,2018,"IL","ND"
"35174","Illinois","Ohio",6423,2018,"IL","OH"
"35175","Illinois","Oklahoma",1041,2018,"IL","OK"
"35176","Illinois","Oregon",1112,2018,"IL","OR"
"35177","Illinois","Pennsylvania",5261,2018,"IL","PA"
"35178","Illinois","Rhode Island",414,2018,"IL","RI"
"35179","Illinois","South Carolina",3542,2018,"IL","SC"
"35180","Illinois","South Dakota",746,2018,"IL","SD"
"35181","Illinois","Tennessee",7084,2018,"IL","TN"
"35182","Illinois","Texas",13412,2018,"IL","TX"
"35183","Illinois","Utah",2642,2018,"IL","UT"
"35184","Illinois","Vermont",76,2018,"IL","VT"
"35185","Illinois","Virginia",4710,2018,"IL","VA"
"35186","Illinois","Washington",2855,2018,"IL","WA"
"35187","Illinois","West Virginia",869,2018,"IL","WV"
"35188","Illinois","Wisconsin",13965,2018,"IL","WI"
"35189","Illinois","Wyoming",93,2018,"IL","WY"
"35190","Illinois","Puerto Rico",2677,2018,"IL","PR"
"35191","Indiana","Alabama",966,2018,"IN","AL"
"35192","Indiana","Alaska",138,2018,"IN","AK"
"35193","Indiana","Arizona",3009,2018,"IN","AZ"
"35194","Indiana","Arkansas",1271,2018,"IN","AR"
"35195","Indiana","California",6811,2018,"IN","CA"
"35196","Indiana","Colorado",4695,2018,"IN","CO"
"35197","Indiana","Connecticut",722,2018,"IN","CT"
"35198","Indiana","Delaware",868,2018,"IN","DE"
"35199","Indiana","District of Columbia",32,2018,"IN","DC"
"35200","Indiana","Florida",8650,2018,"IN","FL"
"35201","Indiana","Georgia",4525,2018,"IN","GA"
"35202","Indiana","Hawaii",47,2018,"IN","HI"
"35203","Indiana","Idaho",887,2018,"IN","ID"
"35204","Indiana","Illinois",31556,2018,"IN","IL"
"35205","Indiana","Iowa",311,2018,"IN","IA"
"35206","Indiana","Kansas",918,2018,"IN","KS"
"35207","Indiana","Kentucky",9224,2018,"IN","KY"
"35208","Indiana","Louisiana",747,2018,"IN","LA"
"35209","Indiana","Maine",128,2018,"IN","ME"
"35210","Indiana","Maryland",1192,2018,"IN","MD"
"35211","Indiana","Massachusetts",1010,2018,"IN","MA"
"35212","Indiana","Michigan",7972,2018,"IN","MI"
"35213","Indiana","Minnesota",1345,2018,"IN","MN"
"35214","Indiana","Mississippi",1134,2018,"IN","MS"
"35215","Indiana","Missouri",4404,2018,"IN","MO"
"35216","Indiana","Montana",248,2018,"IN","MT"
"35217","Indiana","Nebraska",286,2018,"IN","NE"
"35218","Indiana","Nevada",1470,2018,"IN","NV"
"35219","Indiana","New Hampshire",348,2018,"IN","NH"
"35220","Indiana","New Jersey",2482,2018,"IN","NJ"
"35221","Indiana","New Mexico",666,2018,"IN","NM"
"35222","Indiana","New York",1512,2018,"IN","NY"
"35223","Indiana","North Carolina",2589,2018,"IN","NC"
"35224","Indiana","North Dakota",0,2018,"IN","ND"
"35225","Indiana","Ohio",14794,2018,"IN","OH"
"35226","Indiana","Oklahoma",1316,2018,"IN","OK"
"35227","Indiana","Oregon",1020,2018,"IN","OR"
"35228","Indiana","Pennsylvania",2764,2018,"IN","PA"
"35229","Indiana","Rhode Island",0,2018,"IN","RI"
"35230","Indiana","South Carolina",2473,2018,"IN","SC"
"35231","Indiana","South Dakota",0,2018,"IN","SD"
"35232","Indiana","Tennessee",5409,2018,"IN","TN"
"35233","Indiana","Texas",6321,2018,"IN","TX"
"35234","Indiana","Utah",608,2018,"IN","UT"
"35235","Indiana","Vermont",30,2018,"IN","VT"
"35236","Indiana","Virginia",2453,2018,"IN","VA"
"35237","Indiana","Washington",1192,2018,"IN","WA"
"35238","Indiana","West Virginia",477,2018,"IN","WV"
"35239","Indiana","Wisconsin",3228,2018,"IN","WI"
"35240","Indiana","Wyoming",1008,2018,"IN","WY"
"35241","Indiana","Puerto Rico",2561,2018,"IN","PR"
"35242","Iowa","Alabama",148,2018,"IA","AL"
"35243","Iowa","Alaska",66,2018,"IA","AK"
"35244","Iowa","Arizona",2021,2018,"IA","AZ"
"35245","Iowa","Arkansas",410,2018,"IA","AR"
"35246","Iowa","California",4408,2018,"IA","CA"
"35247","Iowa","Colorado",4856,2018,"IA","CO"
"35248","Iowa","Connecticut",23,2018,"IA","CT"
"35249","Iowa","Delaware",0,2018,"IA","DE"
"35250","Iowa","District of Columbia",382,2018,"IA","DC"
"35251","Iowa","Florida",1931,2018,"IA","FL"
"35252","Iowa","Georgia",140,2018,"IA","GA"
"35253","Iowa","Hawaii",689,2018,"IA","HI"
"35254","Iowa","Idaho",111,2018,"IA","ID"
"35255","Iowa","Illinois",15699,2018,"IA","IL"
"35256","Iowa","Indiana",1251,2018,"IA","IN"
"35257","Iowa","Kansas",2274,2018,"IA","KS"
"35258","Iowa","Kentucky",393,2018,"IA","KY"
"35259","Iowa","Louisiana",360,2018,"IA","LA"
"35260","Iowa","Maine",101,2018,"IA","ME"
"35261","Iowa","Maryland",0,2018,"IA","MD"
"35262","Iowa","Massachusetts",514,2018,"IA","MA"
"35263","Iowa","Michigan",1504,2018,"IA","MI"
"35264","Iowa","Minnesota",6286,2018,"IA","MN"
"35265","Iowa","Mississippi",379,2018,"IA","MS"
"35266","Iowa","Missouri",4338,2018,"IA","MO"
"35267","Iowa","Montana",499,2018,"IA","MT"
"35268","Iowa","Nebraska",8119,2018,"IA","NE"
"35269","Iowa","Nevada",817,2018,"IA","NV"
"35270","Iowa","New Hampshire",0,2018,"IA","NH"
"35271","Iowa","New Jersey",20,2018,"IA","NJ"
"35272","Iowa","New Mexico",358,2018,"IA","NM"
"35273","Iowa","New York",438,2018,"IA","NY"
"35274","Iowa","North Carolina",502,2018,"IA","NC"
"35275","Iowa","North Dakota",495,2018,"IA","ND"
"35276","Iowa","Ohio",969,2018,"IA","OH"
"35277","Iowa","Oklahoma",711,2018,"IA","OK"
"35278","Iowa","Oregon",173,2018,"IA","OR"
"35279","Iowa","Pennsylvania",367,2018,"IA","PA"
"35280","Iowa","Rhode Island",0,2018,"IA","RI"
"35281","Iowa","South Carolina",174,2018,"IA","SC"
"35282","Iowa","South Dakota",1664,2018,"IA","SD"
"35283","Iowa","Tennessee",588,2018,"IA","TN"
"35284","Iowa","Texas",3400,2018,"IA","TX"
"35285","Iowa","Utah",506,2018,"IA","UT"
"35286","Iowa","Vermont",0,2018,"IA","VT"
"35287","Iowa","Virginia",298,2018,"IA","VA"
"35288","Iowa","Washington",1244,2018,"IA","WA"
"35289","Iowa","West Virginia",0,2018,"IA","WV"
"35290","Iowa","Wisconsin",4333,2018,"IA","WI"
"35291","Iowa","Wyoming",240,2018,"IA","WY"
"35292","Iowa","Puerto Rico",633,2018,"IA","PR"
"35293","Kansas","Alabama",476,2018,"KS","AL"
