"","state_to","state_from","flow","year","st_to","st_from"
"6103","Iowa","North Dakota",536,2007,"IA","ND"
"6104","Iowa","Ohio",1460,2007,"IA","OH"
"6105","Iowa","Oklahoma",637,2007,"IA","OK"
"6106","Iowa","Oregon",1001,2007,"IA","OR"
"6107","Iowa","Pennsylvania",944,2007,"IA","PA"
"6108","Iowa","Puerto Rico",0,2007,"IA","PR"
"6109","Iowa","Rhode Island",0,2007,"IA","RI"
"6110","Iowa","South Carolina",118,2007,"IA","SC"
"6111","Iowa","South Dakota",1987,2007,"IA","SD"
"6112","Iowa","Tennessee",585,2007,"IA","TN"
"6113","Iowa","Texas",3744,2007,"IA","TX"
"6114","Iowa","Utah",8,2007,"IA","UT"
"6115","Iowa","Vermont",136,2007,"IA","VT"
"6116","Iowa","Virginia",751,2007,"IA","VA"
"6117","Iowa","Washington",966,2007,"IA","WA"
"6118","Iowa","West Virginia",528,2007,"IA","WV"
"6119","Iowa","Wisconsin",5704,2007,"IA","WI"
"6120","Iowa","Wyoming",191,2007,"IA","WY"
"6121","Kansas","Alabama",971,2007,"KS","AL"
"6122","Kansas","Alaska",418,2007,"KS","AK"
"6123","Kansas","Arizona",1914,2007,"KS","AZ"
"6124","Kansas","Arkansas",2595,2007,"KS","AR"
"6125","Kansas","California",5735,2007,"KS","CA"
"6126","Kansas","Colorado",3885,2007,"KS","CO"
"6127","Kansas","Connecticut",97,2007,"KS","CT"
"6128","Kansas","Delaware",0,2007,"KS","DE"
"6129","Kansas","District of Columbia",87,2007,"KS","DC"
"6130","Kansas","Florida",2609,2007,"KS","FL"
"6131","Kansas","Georgia",1029,2007,"KS","GA"
"6132","Kansas","Hawaii",193,2007,"KS","HI"
"6133","Kansas","Idaho",81,2007,"KS","ID"
"6134","Kansas","Illinois",3103,2007,"KS","IL"
"6135","Kansas","Indiana",796,2007,"KS","IN"
"6136","Kansas","Iowa",3171,2007,"KS","IA"
"6137","Kansas","Kentucky",2276,2007,"KS","KY"
"6138","Kansas","Louisiana",555,2007,"KS","LA"
"6139","Kansas","Maine",0,2007,"KS","ME"
"6140","Kansas","Maryland",554,2007,"KS","MD"
"6141","Kansas","Massachusetts",781,2007,"KS","MA"
"6142","Kansas","Michigan",612,2007,"KS","MI"
"6143","Kansas","Minnesota",823,2007,"KS","MN"
"6144","Kansas","Mississippi",259,2007,"KS","MS"
"6145","Kansas","Missouri",19059,2007,"KS","MO"
"6146","Kansas","Montana",153,2007,"KS","MT"
"6147","Kansas","Nebraska",4137,2007,"KS","NE"
"6148","Kansas","Nevada",1644,2007,"KS","NV"
"6149","Kansas","New Hampshire",0,2007,"KS","NH"
"6150","Kansas","New Jersey",36,2007,"KS","NJ"
"6151","Kansas","New Mexico",1257,2007,"KS","NM"
"6152","Kansas","New York",704,2007,"KS","NY"
"6153","Kansas","North Carolina",925,2007,"KS","NC"
"6154","Kansas","North Dakota",186,2007,"KS","ND"
"6155","Kansas","Ohio",1286,2007,"KS","OH"
"6156","Kansas","Oklahoma",7241,2007,"KS","OK"
"6157","Kansas","Oregon",426,2007,"KS","OR"
"6158","Kansas","Pennsylvania",550,2007,"KS","PA"
"6159","Kansas","Puerto Rico",168,2007,"KS","PR"
"6160","Kansas","Rhode Island",98,2007,"KS","RI"
"6161","Kansas","South Carolina",487,2007,"KS","SC"
"6162","Kansas","South Dakota",364,2007,"KS","SD"
"6163","Kansas","Tennessee",1831,2007,"KS","TN"
"6164","Kansas","Texas",8075,2007,"KS","TX"
"6165","Kansas","Utah",526,2007,"KS","UT"
"6166","Kansas","Vermont",113,2007,"KS","VT"
"6167","Kansas","Virginia",1889,2007,"KS","VA"
"6168","Kansas","Washington",1454,2007,"KS","WA"
"6169","Kansas","West Virginia",118,2007,"KS","WV"
"6170","Kansas","Wisconsin",399,2007,"KS","WI"
"6171","Kansas","Wyoming",888,2007,"KS","WY"
"6172","Kentucky","Alabama",1471,2007,"KY","AL"
"6173","Kentucky","Alaska",472,2007,"KY","AK"
"6174","Kentucky","Arizona",1047,2007,"KY","AZ"
"6175","Kentucky","Arkansas",970,2007,"KY","AR"
"6176","Kentucky","California",5596,2007,"KY","CA"
"6177","Kentucky","Colorado",1387,2007,"KY","CO"
"6178","Kentucky","Connecticut",1758,2007,"KY","CT"
"6179","Kentucky","Delaware",369,2007,"KY","DE"
"6180","Kentucky","District of Columbia",315,2007,"KY","DC"
"6181","Kentucky","Florida",10288,2007,"KY","FL"
"6182","Kentucky","Georgia",5627,2007,"KY","GA"
"6183","Kentucky","Hawaii",2083,2007,"KY","HI"
"6184","Kentucky","Idaho",141,2007,"KY","ID"
"6185","Kentucky","Illinois",4093,2007,"KY","IL"
"6186","Kentucky","Indiana",14775,2007,"KY","IN"
"6187","Kentucky","Iowa",776,2007,"KY","IA"
"6188","Kentucky","Kansas",663,2007,"KY","KS"
"6189","Kentucky","Louisiana",699,2007,"KY","LA"
"6190","Kentucky","Maine",267,2007,"KY","ME"
"6191","Kentucky","Maryland",992,2007,"KY","MD"
"6192","Kentucky","Massachusetts",441,2007,"KY","MA"
"6193","Kentucky","Michigan",4803,2007,"KY","MI"
"6194","Kentucky","Minnesota",728,2007,"KY","MN"
"6195","Kentucky","Mississippi",873,2007,"KY","MS"
"6196","Kentucky","Missouri",3279,2007,"KY","MO"
"6197","Kentucky","Montana",0,2007,"KY","MT"
"6198","Kentucky","Nebraska",794,2007,"KY","NE"
"6199","Kentucky","Nevada",975,2007,"KY","NV"
"6200","Kentucky","New Hampshire",211,2007,"KY","NH"
"6201","Kentucky","New Jersey",820,2007,"KY","NJ"
"6202","Kentucky","New Mexico",1070,2007,"KY","NM"
"6203","Kentucky","New York",2236,2007,"KY","NY"
"6204","Kentucky","North Carolina",3986,2007,"KY","NC"
"6205","Kentucky","North Dakota",238,2007,"KY","ND"
"6206","Kentucky","Ohio",18080,2007,"KY","OH"
"6207","Kentucky","Oklahoma",2343,2007,"KY","OK"
"6208","Kentucky","Oregon",373,2007,"KY","OR"
"6209","Kentucky","Pennsylvania",1310,2007,"KY","PA"
"6210","Kentucky","Puerto Rico",136,2007,"KY","PR"
"6211","Kentucky","Rhode Island",0,2007,"KY","RI"
"6212","Kentucky","South Carolina",1659,2007,"KY","SC"
"6213","Kentucky","South Dakota",0,2007,"KY","SD"
"6214","Kentucky","Tennessee",10935,2007,"KY","TN"
"6215","Kentucky","Texas",6418,2007,"KY","TX"
"6216","Kentucky","Utah",76,2007,"KY","UT"
"6217","Kentucky","Vermont",415,2007,"KY","VT"
"6218","Kentucky","Virginia",2162,2007,"KY","VA"
"6219","Kentucky","Washington",197,2007,"KY","WA"
"6220","Kentucky","West Virginia",2618,2007,"KY","WV"
"6221","Kentucky","Wisconsin",2634,2007,"KY","WI"
"6222","Kentucky","Wyoming",0,2007,"KY","WY"
"6223","Louisiana","Alabama",4810,2007,"LA","AL"
"6224","Louisiana","Alaska",282,2007,"LA","AK"
"6225","Louisiana","Arizona",529,2007,"LA","AZ"
"6226","Louisiana","Arkansas",4693,2007,"LA","AR"
"6227","Louisiana","California",8747,2007,"LA","CA"
"6228","Louisiana","Colorado",1631,2007,"LA","CO"
"6229","Louisiana","Connecticut",205,2007,"LA","CT"
"6230","Louisiana","Delaware",117,2007,"LA","DE"
"6231","Louisiana","District of Columbia",130,2007,"LA","DC"
"6232","Louisiana","Florida",7848,2007,"LA","FL"
"6233","Louisiana","Georgia",8264,2007,"LA","GA"
"6234","Louisiana","Hawaii",408,2007,"LA","HI"
"6235","Louisiana","Idaho",206,2007,"LA","ID"
"6236","Louisiana","Illinois",2630,2007,"LA","IL"
"6237","Louisiana","Indiana",1582,2007,"LA","IN"
"6238","Louisiana","Iowa",122,2007,"LA","IA"
"6239","Louisiana","Kansas",1483,2007,"LA","KS"
"6240","Louisiana","Kentucky",1355,2007,"LA","KY"
"6241","Louisiana","Maine",106,2007,"LA","ME"
"6242","Louisiana","Maryland",1224,2007,"LA","MD"
"6243","Louisiana","Massachusetts",1394,2007,"LA","MA"
"6244","Louisiana","Michigan",1297,2007,"LA","MI"
"6245","Louisiana","Minnesota",973,2007,"LA","MN"
"6246","Louisiana","Mississippi",11981,2007,"LA","MS"
"6247","Louisiana","Missouri",1886,2007,"LA","MO"
"6248","Louisiana","Montana",284,2007,"LA","MT"
"6249","Louisiana","Nebraska",309,2007,"LA","NE"
"6250","Louisiana","Nevada",1125,2007,"LA","NV"
"6251","Louisiana","New Hampshire",0,2007,"LA","NH"
"6252","Louisiana","New Jersey",384,2007,"LA","NJ"
"6253","Louisiana","New Mexico",40,2007,"LA","NM"
"6254","Louisiana","New York",1378,2007,"LA","NY"
"6255","Louisiana","North Carolina",1376,2007,"LA","NC"
"6256","Louisiana","North Dakota",219,2007,"LA","ND"
"6257","Louisiana","Ohio",1521,2007,"LA","OH"
"6258","Louisiana","Oklahoma",1655,2007,"LA","OK"
"6259","Louisiana","Oregon",882,2007,"LA","OR"
"6260","Louisiana","Pennsylvania",1416,2007,"LA","PA"
"6261","Louisiana","Puerto Rico",137,2007,"LA","PR"
"6262","Louisiana","Rhode Island",0,2007,"LA","RI"
"6263","Louisiana","South Carolina",1524,2007,"LA","SC"
"6264","Louisiana","South Dakota",390,2007,"LA","SD"
"6265","Louisiana","Tennessee",3347,2007,"LA","TN"
"6266","Louisiana","Texas",40743,2007,"LA","TX"
"6267","Louisiana","Utah",597,2007,"LA","UT"
"6268","Louisiana","Vermont",0,2007,"LA","VT"
"6269","Louisiana","Virginia",3641,2007,"LA","VA"
"6270","Louisiana","Washington",1465,2007,"LA","WA"
"6271","Louisiana","West Virginia",165,2007,"LA","WV"
"6272","Louisiana","Wisconsin",1320,2007,"LA","WI"
"6273","Louisiana","Wyoming",0,2007,"LA","WY"
"6274","Maine","Alabama",228,2007,"ME","AL"
"6275","Maine","Alaska",757,2007,"ME","AK"
"6276","Maine","Arizona",858,2007,"ME","AZ"
"6277","Maine","Arkansas",0,2007,"ME","AR"
"6278","Maine","California",3162,2007,"ME","CA"
"6279","Maine","Colorado",718,2007,"ME","CO"
"6280","Maine","Connecticut",1118,2007,"ME","CT"
"6281","Maine","Delaware",122,2007,"ME","DE"
"6282","Maine","District of Columbia",35,2007,"ME","DC"
"6283","Maine","Florida",1833,2007,"ME","FL"
"6284","Maine","Georgia",790,2007,"ME","GA"
"6285","Maine","Hawaii",319,2007,"ME","HI"
"6286","Maine","Idaho",166,2007,"ME","ID"
"6287","Maine","Illinois",381,2007,"ME","IL"
"6288","Maine","Indiana",689,2007,"ME","IN"
"6289","Maine","Iowa",0,2007,"ME","IA"
"6290","Maine","Kansas",38,2007,"ME","KS"
"6291","Maine","Kentucky",0,2007,"ME","KY"
"6292","Maine","Louisiana",373,2007,"ME","LA"
"6293","Maine","Maryland",276,2007,"ME","MD"
"6294","Maine","Massachusetts",5081,2007,"ME","MA"
"6295","Maine","Michigan",339,2007,"ME","MI"
"6296","Maine","Minnesota",266,2007,"ME","MN"
"6297","Maine","Mississippi",0,2007,"ME","MS"
"6298","Maine","Missouri",54,2007,"ME","MO"
"6299","Maine","Montana",302,2007,"ME","MT"
"6300","Maine","Nebraska",426,2007,"ME","NE"
"6301","Maine","Nevada",299,2007,"ME","NV"
"6302","Maine","New Hampshire",4547,2007,"ME","NH"
"6303","Maine","New Jersey",901,2007,"ME","NJ"
"6304","Maine","New Mexico",62,2007,"ME","NM"
"6305","Maine","New York",1913,2007,"ME","NY"
"6306","Maine","North Carolina",724,2007,"ME","NC"
"6307","Maine","North Dakota",0,2007,"ME","ND"
"6308","Maine","Ohio",771,2007,"ME","OH"
"6309","Maine","Oklahoma",0,2007,"ME","OK"
"6310","Maine","Oregon",70,2007,"ME","OR"
"6311","Maine","Pennsylvania",348,2007,"ME","PA"
"6312","Maine","Puerto Rico",0,2007,"ME","PR"
"6313","Maine","Rhode Island",924,2007,"ME","RI"
"6314","Maine","South Carolina",496,2007,"ME","SC"
"6315","Maine","South Dakota",0,2007,"ME","SD"
"6316","Maine","Tennessee",59,2007,"ME","TN"
"6317","Maine","Texas",359,2007,"ME","TX"
"6318","Maine","Utah",246,2007,"ME","UT"
"6319","Maine","Vermont",623,2007,"ME","VT"
"6320","Maine","Virginia",1863,2007,"ME","VA"
"6321","Maine","Washington",852,2007,"ME","WA"
"6322","Maine","West Virginia",432,2007,"ME","WV"
"6323","Maine","Wisconsin",577,2007,"ME","WI"
"6324","Maine","Wyoming",0,2007,"ME","WY"
"6325","Maryland","Alabama",1744,2007,"MD","AL"
"6326","Maryland","Alaska",149,2007,"MD","AK"
"6327","Maryland","Arizona",2225,2007,"MD","AZ"
"6328","Maryland","Arkansas",80,2007,"MD","AR"
"6329","Maryland","California",6349,2007,"MD","CA"
"6330","Maryland","Colorado",1352,2007,"MD","CO"
"6331","Maryland","Connecticut",846,2007,"MD","CT"
"6332","Maryland","Delaware",6530,2007,"MD","DE"
"6333","Maryland","District of Columbia",21319,2007,"MD","DC"
"6334","Maryland","Florida",11077,2007,"MD","FL"
"6335","Maryland","Georgia",4737,2007,"MD","GA"
"6336","Maryland","Hawaii",1558,2007,"MD","HI"
"6337","Maryland","Idaho",86,2007,"MD","ID"
"6338","Maryland","Illinois",3216,2007,"MD","IL"
"6339","Maryland","Indiana",1417,2007,"MD","IN"
"6340","Maryland","Iowa",319,2007,"MD","IA"
"6341","Maryland","Kansas",330,2007,"MD","KS"
"6342","Maryland","Kentucky",1195,2007,"MD","KY"
"6343","Maryland","Louisiana",1163,2007,"MD","LA"
"6344","Maryland","Maine",706,2007,"MD","ME"
"6345","Maryland","Massachusetts",3795,2007,"MD","MA"
"6346","Maryland","Michigan",2250,2007,"MD","MI"
"6347","Maryland","Minnesota",1169,2007,"MD","MN"
"6348","Maryland","Mississippi",992,2007,"MD","MS"
"6349","Maryland","Missouri",1668,2007,"MD","MO"
"6350","Maryland","Montana",49,2007,"MD","MT"
"6351","Maryland","Nebraska",322,2007,"MD","NE"
"6352","Maryland","Nevada",368,2007,"MD","NV"
"6353","Maryland","New Hampshire",216,2007,"MD","NH"
"6354","Maryland","New Jersey",5660,2007,"MD","NJ"
"6355","Maryland","New Mexico",178,2007,"MD","NM"
"6356","Maryland","New York",7642,2007,"MD","NY"
"6357","Maryland","North Carolina",6360,2007,"MD","NC"
"6358","Maryland","North Dakota",201,2007,"MD","ND"
"6359","Maryland","Ohio",3104,2007,"MD","OH"
"6360","Maryland","Oklahoma",702,2007,"MD","OK"
"6361","Maryland","Oregon",461,2007,"MD","OR"
"6362","Maryland","Pennsylvania",14666,2007,"MD","PA"
"6363","Maryland","Puerto Rico",1177,2007,"MD","PR"
"6364","Maryland","Rhode Island",309,2007,"MD","RI"
"6365","Maryland","South Carolina",1569,2007,"MD","SC"
"6366","Maryland","South Dakota",115,2007,"MD","SD"
"6367","Maryland","Tennessee",1280,2007,"MD","TN"
"6368","Maryland","Texas",5508,2007,"MD","TX"
"6369","Maryland","Utah",1126,2007,"MD","UT"
"6370","Maryland","Vermont",177,2007,"MD","VT"
"6371","Maryland","Virginia",19075,2007,"MD","VA"
"6372","Maryland","Washington",1721,2007,"MD","WA"
"6373","Maryland","West Virginia",3119,2007,"MD","WV"
"6374","Maryland","Wisconsin",358,2007,"MD","WI"
"6375","Maryland","Wyoming",139,2007,"MD","WY"
"6376","Massachusetts","Alabama",268,2007,"MA","AL"
"6377","Massachusetts","Alaska",1523,2007,"MA","AK"
"6378","Massachusetts","Arizona",1527,2007,"MA","AZ"
"6379","Massachusetts","Arkansas",267,2007,"MA","AR"
"6380","Massachusetts","California",9526,2007,"MA","CA"
"6381","Massachusetts","Colorado",2044,2007,"MA","CO"
"6382","Massachusetts","Connecticut",10978,2007,"MA","CT"
"6383","Massachusetts","Delaware",269,2007,"MA","DE"
"6384","Massachusetts","District of Columbia",972,2007,"MA","DC"
"6385","Massachusetts","Florida",11006,2007,"MA","FL"
"6386","Massachusetts","Georgia",2198,2007,"MA","GA"
"6387","Massachusetts","Hawaii",1820,2007,"MA","HI"
"6388","Massachusetts","Idaho",0,2007,"MA","ID"
"6389","Massachusetts","Illinois",2523,2007,"MA","IL"
"6390","Massachusetts","Indiana",1317,2007,"MA","IN"
"6391","Massachusetts","Iowa",424,2007,"MA","IA"
"6392","Massachusetts","Kansas",323,2007,"MA","KS"
"6393","Massachusetts","Kentucky",264,2007,"MA","KY"
"6394","Massachusetts","Louisiana",370,2007,"MA","LA"
"6395","Massachusetts","Maine",4322,2007,"MA","ME"
"6396","Massachusetts","Maryland",4508,2007,"MA","MD"
"6397","Massachusetts","Michigan",1044,2007,"MA","MI"
"6398","Massachusetts","Minnesota",722,2007,"MA","MN"
"6399","Massachusetts","Mississippi",897,2007,"MA","MS"
"6400","Massachusetts","Missouri",780,2007,"MA","MO"
"6401","Massachusetts","Montana",0,2007,"MA","MT"
"6402","Massachusetts","Nebraska",117,2007,"MA","NE"
"6403","Massachusetts","Nevada",426,2007,"MA","NV"
"6404","Massachusetts","New Hampshire",11008,2007,"MA","NH"
"6405","Massachusetts","New Jersey",7093,2007,"MA","NJ"
"6406","Massachusetts","New Mexico",512,2007,"MA","NM"
"6407","Massachusetts","New York",19851,2007,"MA","NY"
"6408","Massachusetts","North Carolina",2145,2007,"MA","NC"
"6409","Massachusetts","North Dakota",0,2007,"MA","ND"
"6410","Massachusetts","Ohio",2619,2007,"MA","OH"
"6411","Massachusetts","Oklahoma",0,2007,"MA","OK"
"6412","Massachusetts","Oregon",284,2007,"MA","OR"
"6413","Massachusetts","Pennsylvania",7043,2007,"MA","PA"
"6414","Massachusetts","Puerto Rico",4809,2007,"MA","PR"
"6415","Massachusetts","Rhode Island",9221,2007,"MA","RI"
"6416","Massachusetts","South Carolina",709,2007,"MA","SC"
"6417","Massachusetts","South Dakota",505,2007,"MA","SD"
"6418","Massachusetts","Tennessee",403,2007,"MA","TN"
"6419","Massachusetts","Texas",3497,2007,"MA","TX"
"6420","Massachusetts","Utah",697,2007,"MA","UT"
"6421","Massachusetts","Vermont",2126,2007,"MA","VT"
"6422","Massachusetts","Virginia",2733,2007,"MA","VA"
"6423","Massachusetts","Washington",1877,2007,"MA","WA"
"6424","Massachusetts","West Virginia",431,2007,"MA","WV"
"6425","Massachusetts","Wisconsin",595,2007,"MA","WI"
"6426","Massachusetts","Wyoming",0,2007,"MA","WY"
"6427","Michigan","Alabama",2751,2007,"MI","AL"
"6428","Michigan","Alaska",2223,2007,"MI","AK"
"6429","Michigan","Arizona",3351,2007,"MI","AZ"
"6430","Michigan","Arkansas",1077,2007,"MI","AR"
"6431","Michigan","California",8272,2007,"MI","CA"
"6432","Michigan","Colorado",3455,2007,"MI","CO"
"6433","Michigan","Connecticut",2647,2007,"MI","CT"
"6434","Michigan","Delaware",160,2007,"MI","DE"
"6435","Michigan","District of Columbia",38,2007,"MI","DC"
"6436","Michigan","Florida",12374,2007,"MI","FL"
"6437","Michigan","Georgia",5897,2007,"MI","GA"
"6438","Michigan","Hawaii",392,2007,"MI","HI"
"6439","Michigan","Idaho",113,2007,"MI","ID"
"6440","Michigan","Illinois",10230,2007,"MI","IL"
"6441","Michigan","Indiana",7387,2007,"MI","IN"
"6442","Michigan","Iowa",849,2007,"MI","IA"
"6443","Michigan","Kansas",1042,2007,"MI","KS"
"6444","Michigan","Kentucky",1551,2007,"MI","KY"
"6445","Michigan","Louisiana",1543,2007,"MI","LA"
"6446","Michigan","Maine",0,2007,"MI","ME"
"6447","Michigan","Maryland",2137,2007,"MI","MD"
"6448","Michigan","Massachusetts",2240,2007,"MI","MA"
"6449","Michigan","Minnesota",3244,2007,"MI","MN"
"6450","Michigan","Mississippi",585,2007,"MI","MS"
"6451","Michigan","Missouri",2880,2007,"MI","MO"
"6452","Michigan","Montana",183,2007,"MI","MT"
"6453","Michigan","Nebraska",549,2007,"MI","NE"
"6454","Michigan","Nevada",902,2007,"MI","NV"
"6455","Michigan","New Hampshire",550,2007,"MI","NH"
"6456","Michigan","New Jersey",1969,2007,"MI","NJ"
"6457","Michigan","New Mexico",1053,2007,"MI","NM"
"6458","Michigan","New York",4910,2007,"MI","NY"
"6459","Michigan","North Carolina",2608,2007,"MI","NC"
"6460","Michigan","North Dakota",745,2007,"MI","ND"
"6461","Michigan","Ohio",14601,2007,"MI","OH"
"6462","Michigan","Oklahoma",831,2007,"MI","OK"
"6463","Michigan","Oregon",305,2007,"MI","OR"
"6464","Michigan","Pennsylvania",2493,2007,"MI","PA"
"6465","Michigan","Puerto Rico",136,2007,"MI","PR"
"6466","Michigan","Rhode Island",323,2007,"MI","RI"
"6467","Michigan","South Carolina",891,2007,"MI","SC"
"6468","Michigan","South Dakota",222,2007,"MI","SD"
"6469","Michigan","Tennessee",3463,2007,"MI","TN"
"6470","Michigan","Texas",5100,2007,"MI","TX"
"6471","Michigan","Utah",764,2007,"MI","UT"
"6472","Michigan","Vermont",499,2007,"MI","VT"
"6473","Michigan","Virginia",4266,2007,"MI","VA"
"6474","Michigan","Washington",2214,2007,"MI","WA"
"6475","Michigan","West Virginia",959,2007,"MI","WV"
"6476","Michigan","Wisconsin",3900,2007,"MI","WI"
"6477","Michigan","Wyoming",605,2007,"MI","WY"
"6478","Minnesota","Alabama",477,2007,"MN","AL"
"6479","Minnesota","Alaska",965,2007,"MN","AK"
"6480","Minnesota","Arizona",2915,2007,"MN","AZ"
"6481","Minnesota","Arkansas",1374,2007,"MN","AR"
"6482","Minnesota","California",5824,2007,"MN","CA"
"6483","Minnesota","Colorado",3960,2007,"MN","CO"
"6484","Minnesota","Connecticut",238,2007,"MN","CT"
"6485","Minnesota","Delaware",38,2007,"MN","DE"
"6486","Minnesota","District of Columbia",102,2007,"MN","DC"
"6487","Minnesota","Florida",5349,2007,"MN","FL"
"6488","Minnesota","Georgia",3716,2007,"MN","GA"
"6489","Minnesota","Hawaii",80,2007,"MN","HI"
"6490","Minnesota","Idaho",275,2007,"MN","ID"
"6491","Minnesota","Illinois",7248,2007,"MN","IL"
"6492","Minnesota","Indiana",1880,2007,"MN","IN"
"6493","Minnesota","Iowa",4987,2007,"MN","IA"
"6494","Minnesota","Kansas",961,2007,"MN","KS"
"6495","Minnesota","Kentucky",3363,2007,"MN","KY"
"6496","Minnesota","Louisiana",127,2007,"MN","LA"
"6497","Minnesota","Maine",203,2007,"MN","ME"
"6498","Minnesota","Maryland",885,2007,"MN","MD"
"6499","Minnesota","Massachusetts",1377,2007,"MN","MA"
"6500","Minnesota","Michigan",3186,2007,"MN","MI"
"6501","Minnesota","Mississippi",2020,2007,"MN","MS"
"6502","Minnesota","Missouri",3014,2007,"MN","MO"
"6503","Minnesota","Montana",1209,2007,"MN","MT"
"6504","Minnesota","Nebraska",1774,2007,"MN","NE"
"6505","Minnesota","Nevada",352,2007,"MN","NV"
"6506","Minnesota","New Hampshire",0,2007,"MN","NH"
"6507","Minnesota","New Jersey",537,2007,"MN","NJ"
"6508","Minnesota","New Mexico",169,2007,"MN","NM"
"6509","Minnesota","New York",1908,2007,"MN","NY"
"6510","Minnesota","North Carolina",807,2007,"MN","NC"
"6511","Minnesota","North Dakota",6433,2007,"MN","ND"
"6512","Minnesota","Ohio",1189,2007,"MN","OH"
"6513","Minnesota","Oklahoma",852,2007,"MN","OK"
"6514","Minnesota","Oregon",1257,2007,"MN","OR"
"6515","Minnesota","Pennsylvania",1451,2007,"MN","PA"
"6516","Minnesota","Puerto Rico",373,2007,"MN","PR"
"6517","Minnesota","Rhode Island",127,2007,"MN","RI"
"6518","Minnesota","South Carolina",445,2007,"MN","SC"
"6519","Minnesota","South Dakota",3170,2007,"MN","SD"
"6520","Minnesota","Tennessee",959,2007,"MN","TN"
"6521","Minnesota","Texas",4817,2007,"MN","TX"
"6522","Minnesota","Utah",573,2007,"MN","UT"
"6523","Minnesota","Vermont",168,2007,"MN","VT"
"6524","Minnesota","Virginia",995,2007,"MN","VA"
"6525","Minnesota","Washington",1487,2007,"MN","WA"
"6526","Minnesota","West Virginia",84,2007,"MN","WV"
"6527","Minnesota","Wisconsin",17260,2007,"MN","WI"
"6528","Minnesota","Wyoming",534,2007,"MN","WY"
"6529","Mississippi","Alabama",10295,2007,"MS","AL"
"6530","Mississippi","Alaska",0,2007,"MS","AK"
"6531","Mississippi","Arizona",1093,2007,"MS","AZ"
"6532","Mississippi","Arkansas",2954,2007,"MS","AR"
"6533","Mississippi","California",2659,2007,"MS","CA"
"6534","Mississippi","Colorado",1279,2007,"MS","CO"
"6535","Mississippi","Connecticut",232,2007,"MS","CT"
"6536","Mississippi","Delaware",0,2007,"MS","DE"
"6537","Mississippi","District of Columbia",1008,2007,"MS","DC"
"6538","Mississippi","Florida",5253,2007,"MS","FL"
"6539","Mississippi","Georgia",4005,2007,"MS","GA"
"6540","Mississippi","Hawaii",120,2007,"MS","HI"
"6541","Mississippi","Idaho",160,2007,"MS","ID"
"6542","Mississippi","Illinois",2925,2007,"MS","IL"
"6543","Mississippi","Indiana",1567,2007,"MS","IN"
"6544","Mississippi","Iowa",50,2007,"MS","IA"
"6545","Mississippi","Kansas",864,2007,"MS","KS"
"6546","Mississippi","Kentucky",832,2007,"MS","KY"
"6547","Mississippi","Louisiana",7752,2007,"MS","LA"
"6548","Mississippi","Maine",113,2007,"MS","ME"
"6549","Mississippi","Maryland",914,2007,"MS","MD"
"6550","Mississippi","Massachusetts",380,2007,"MS","MA"
"6551","Mississippi","Michigan",2606,2007,"MS","MI"
"6552","Mississippi","Minnesota",1355,2007,"MS","MN"
"6553","Mississippi","Missouri",1773,2007,"MS","MO"
"6554","Mississippi","Montana",0,2007,"MS","MT"
"6555","Mississippi","Nebraska",0,2007,"MS","NE"
"6556","Mississippi","Nevada",699,2007,"MS","NV"
"6557","Mississippi","New Hampshire",161,2007,"MS","NH"
"6558","Mississippi","New Jersey",223,2007,"MS","NJ"
"6559","Mississippi","New Mexico",303,2007,"MS","NM"
"6560","Mississippi","New York",1855,2007,"MS","NY"
"6561","Mississippi","North Carolina",2531,2007,"MS","NC"
"6562","Mississippi","North Dakota",0,2007,"MS","ND"
"6563","Mississippi","Ohio",713,2007,"MS","OH"
"6564","Mississippi","Oklahoma",327,2007,"MS","OK"
"6565","Mississippi","Oregon",483,2007,"MS","OR"
"6566","Mississippi","Pennsylvania",543,2007,"MS","PA"
"6567","Mississippi","Puerto Rico",106,2007,"MS","PR"
"6568","Mississippi","Rhode Island",0,2007,"MS","RI"
"6569","Mississippi","South Carolina",1401,2007,"MS","SC"
"6570","Mississippi","South Dakota",96,2007,"MS","SD"
"6571","Mississippi","Tennessee",12882,2007,"MS","TN"
"6572","Mississippi","Texas",7483,2007,"MS","TX"
"6573","Mississippi","Utah",0,2007,"MS","UT"
"6574","Mississippi","Vermont",55,2007,"MS","VT"
"6575","Mississippi","Virginia",864,2007,"MS","VA"
"6576","Mississippi","Washington",199,2007,"MS","WA"
"6577","Mississippi","West Virginia",441,2007,"MS","WV"
"6578","Mississippi","Wisconsin",324,2007,"MS","WI"
"6579","Mississippi","Wyoming",70,2007,"MS","WY"
"6580","Missouri","Alabama",1790,2007,"MO","AL"
"6581","Missouri","Alaska",941,2007,"MO","AK"
"6582","Missouri","Arizona",3627,2007,"MO","AZ"
"6583","Missouri","Arkansas",8252,2007,"MO","AR"
"6584","Missouri","California",14205,2007,"MO","CA"
"6585","Missouri","Colorado",4320,2007,"MO","CO"
"6586","Missouri","Connecticut",1178,2007,"MO","CT"
"6587","Missouri","Delaware",62,2007,"MO","DE"
"6588","Missouri","District of Columbia",636,2007,"MO","DC"
"6589","Missouri","Florida",8135,2007,"MO","FL"
"6590","Missouri","Georgia",3421,2007,"MO","GA"
"6591","Missouri","Hawaii",617,2007,"MO","HI"
"6592","Missouri","Idaho",193,2007,"MO","ID"
