"","state_to","state_from","net_flow","year","st_to","st_from"
"6048","Kentucky","New Jersey",228,2009,"KY","NJ"
"6049","Kentucky","New Mexico",150,2009,"KY","NM"
"6050","Kentucky","New York",2769,2009,"KY","NY"
"6051","North Carolina","Kentucky",1628,2009,"NC","KY"
"6052","North Dakota","Kentucky",327,2009,"ND","KY"
"6053","Kentucky","Ohio",2979,2009,"KY","OH"
"6054","Kentucky","Oklahoma",1583,2009,"KY","OK"
"6055","Oregon","Kentucky",1549,2009,"OR","KY"
"6056","Kentucky","Pennsylvania",1112,2009,"KY","PA"
"6057","Kentucky","Puerto Rico",867,2009,"KY","PR"
"6058","Rhode Island","Kentucky",132,2009,"RI","KY"
"6059","Kentucky","South Carolina",1314,2009,"KY","SC"
"6060","South Dakota","Kentucky",30,2009,"SD","KY"
"6061","Kentucky","Tennessee",4462,2009,"KY","TN"
"6062","Kentucky","Texas",2804,2009,"KY","TX"
"6063","Kentucky","Utah",245,2009,"KY","UT"
"6064","Kentucky","Vermont",71,2009,"KY","VT"
"6065","Kentucky","Virginia",2046,2009,"KY","VA"
"6066","Kentucky","Washington",192,2009,"KY","WA"
"6067","Kentucky","West Virginia",1633,2009,"KY","WV"
"6068","Kentucky","Wisconsin",526,2009,"KY","WI"
"6069","Kentucky","Wyoming",0,2009,"KY","WY"
"6070","Maine","Louisiana",229,2009,"ME","LA"
"6071","Louisiana","Maryland",538,2009,"LA","MD"
"6072","Louisiana","Massachusetts",223,2009,"LA","MA"
"6073","Louisiana","Michigan",189,2009,"LA","MI"
"6074","Louisiana","Minnesota",315,2009,"LA","MN"
"6075","Louisiana","Mississippi",3228,2009,"LA","MS"
"6076","Missouri","Louisiana",554,2009,"MO","LA"
"6077","Montana","Louisiana",53,2009,"MT","LA"
"6078","Nebraska","Louisiana",19,2009,"NE","LA"
"6079","Louisiana","Nevada",578,2009,"LA","NV"
"6080","New Hampshire","Louisiana",58,2009,"NH","LA"
"6081","Louisiana","New Jersey",507,2009,"LA","NJ"
"6082","Louisiana","New Mexico",277,2009,"LA","NM"
"6083","New York","Louisiana",304,2009,"NY","LA"
"6084","North Carolina","Louisiana",553,2009,"NC","LA"
"6085","Louisiana","North Dakota",107,2009,"LA","ND"
"6086","Louisiana","Ohio",840,2009,"LA","OH"
"6087","Louisiana","Oklahoma",443,2009,"LA","OK"
"6088","Oregon","Louisiana",999,2009,"OR","LA"
"6089","Louisiana","Pennsylvania",1366,2009,"LA","PA"
"6090","Louisiana","Puerto Rico",271,2009,"LA","PR"
"6091","Louisiana","Rhode Island",82,2009,"LA","RI"
"6092","South Carolina","Louisiana",1196,2009,"SC","LA"
"6093","Louisiana","South Dakota",327,2009,"LA","SD"
"6094","Louisiana","Tennessee",78,2009,"LA","TN"
"6095","Texas","Louisiana",1581,2009,"TX","LA"
"6096","Louisiana","Utah",367,2009,"LA","UT"
"6097","Vermont","Louisiana",316,2009,"VT","LA"
"6098","Virginia","Louisiana",372,2009,"VA","LA"
"6099","Washington","Louisiana",68,2009,"WA","LA"
"6100","Louisiana","West Virginia",324,2009,"LA","WV"
"6101","Louisiana","Wisconsin",25,2009,"LA","WI"
"6102","Wyoming","Louisiana",255,2009,"WY","LA"
"6103","Maryland","Maine",990,2009,"MD","ME"
"6104","Massachusetts","Maine",710,2009,"MA","ME"
"6105","Michigan","Maine",38,2009,"MI","ME"
"6106","Maine","Minnesota",229,2009,"ME","MN"
"6107","Mississippi","Maine",107,2009,"MS","ME"
"6108","Missouri","Maine",390,2009,"MO","ME"
"6109","Montana","Maine",20,2009,"MT","ME"
"6110","Maine","Nebraska",0,2009,"ME","NE"
"6111","Maine","Nevada",0,2009,"ME","NV"
"6112","Maine","New Hampshire",1603,2009,"ME","NH"
"6113","Maine","New Jersey",350,2009,"ME","NJ"
"6114","Maine","New Mexico",35,2009,"ME","NM"
"6115","Maine","New York",399,2009,"ME","NY"
"6116","North Carolina","Maine",1067,2009,"NC","ME"
"6117","Maine","North Dakota",0,2009,"ME","ND"
"6118","Ohio","Maine",88,2009,"OH","ME"
"6119","Oklahoma","Maine",16,2009,"OK","ME"
"6120","Oregon","Maine",18,2009,"OR","ME"
"6121","Pennsylvania","Maine",350,2009,"PA","ME"
"6122","Puerto Rico","Maine",113,2009,"PR","ME"
"6123","Maine","Rhode Island",37,2009,"ME","RI"
"6124","South Carolina","Maine",290,2009,"SC","ME"
"6125","South Dakota","Maine",234,2009,"SD","ME"
"6126","Maine","Tennessee",283,2009,"ME","TN"
"6127","Texas","Maine",430,2009,"TX","ME"
"6128","Maine","Utah",22,2009,"ME","UT"
"6129","Vermont","Maine",38,2009,"VT","ME"
"6130","Virginia","Maine",2022,2009,"VA","ME"
"6131","Washington","Maine",238,2009,"WA","ME"
"6132","Maine","West Virginia",266,2009,"ME","WV"
"6133","Maine","Wisconsin",145,2009,"ME","WI"
"6134","Maine","Wyoming",95,2009,"ME","WY"
"6135","Maryland","Massachusetts",306,2009,"MD","MA"
"6136","Maryland","Michigan",2556,2009,"MD","MI"
"6137","Maryland","Minnesota",157,2009,"MD","MN"
"6138","Maryland","Mississippi",1034,2009,"MD","MS"
"6139","Maryland","Missouri",1409,2009,"MD","MO"
"6140","Montana","Maryland",183,2009,"MT","MD"
"6141","Nebraska","Maryland",299,2009,"NE","MD"
"6142","Nevada","Maryland",123,2009,"NV","MD"
"6143","Maryland","New Hampshire",171,2009,"MD","NH"
"6144","Maryland","New Jersey",3721,2009,"MD","NJ"
"6145","Maryland","New Mexico",93,2009,"MD","NM"
"6146","Maryland","New York",4928,2009,"MD","NY"
"6147","North Carolina","Maryland",1378,2009,"NC","MD"
"6148","North Dakota","Maryland",294,2009,"ND","MD"
"6149","Maryland","Ohio",244,2009,"MD","OH"
"6150","Oklahoma","Maryland",923,2009,"OK","MD"
"6151","Maryland","Oregon",139,2009,"MD","OR"
"6152","Pennsylvania","Maryland",4807,2009,"PA","MD"
"6153","Maryland","Puerto Rico",254,2009,"MD","PR"
"6154","Rhode Island","Maryland",78,2009,"RI","MD"
"6155","Maryland","South Carolina",1618,2009,"MD","SC"
"6156","Maryland","South Dakota",0,2009,"MD","SD"
"6157","Maryland","Tennessee",1003,2009,"MD","TN"
"6158","Texas","Maryland",2351,2009,"TX","MD"
"6159","Maryland","Utah",182,2009,"MD","UT"
"6160","Maryland","Vermont",766,2009,"MD","VT"
"6161","Virginia","Maryland",4176,2009,"VA","MD"
"6162","Washington","Maryland",729,2009,"WA","MD"
"6163","Maryland","West Virginia",709,2009,"MD","WV"
"6164","Maryland","Wisconsin",586,2009,"MD","WI"
"6165","Maryland","Wyoming",0,2009,"MD","WY"
"6166","Massachusetts","Michigan",2104,2009,"MA","MI"
"6167","Massachusetts","Minnesota",1098,2009,"MA","MN"
"6168","Mississippi","Massachusetts",155,2009,"MS","MA"
"6169","Massachusetts","Missouri",892,2009,"MA","MO"
"6170","Massachusetts","Montana",50,2009,"MA","MT"
"6171","Nebraska","Massachusetts",309,2009,"NE","MA"
"6172","Massachusetts","Nevada",224,2009,"MA","NV"
"6173","New Hampshire","Massachusetts",4209,2009,"NH","MA"
"6174","Massachusetts","New Jersey",2868,2009,"MA","NJ"
"6175","New Mexico","Massachusetts",477,2009,"NM","MA"
"6176","Massachusetts","New York",5170,2009,"MA","NY"
"6177","North Carolina","Massachusetts",2360,2009,"NC","MA"
"6178","Massachusetts","North Dakota",153,2009,"MA","ND"
"6179","Ohio","Massachusetts",127,2009,"OH","MA"
"6180","Oklahoma","Massachusetts",140,2009,"OK","MA"
"6181","Oregon","Massachusetts",658,2009,"OR","MA"
"6182","Pennsylvania","Massachusetts",56,2009,"PA","MA"
"6183","Massachusetts","Puerto Rico",759,2009,"MA","PR"
"6184","Rhode Island","Massachusetts",631,2009,"RI","MA"
"6185","South Carolina","Massachusetts",1342,2009,"SC","MA"
"6186","South Dakota","Massachusetts",46,2009,"SD","MA"
"6187","Massachusetts","Tennessee",65,2009,"MA","TN"
"6188","Texas","Massachusetts",1920,2009,"TX","MA"
"6189","Utah","Massachusetts",585,2009,"UT","MA"
"6190","Vermont","Massachusetts",527,2009,"VT","MA"
"6191","Virginia","Massachusetts",132,2009,"VA","MA"
"6192","Massachusetts","Washington",457,2009,"MA","WA"
"6193","Massachusetts","West Virginia",69,2009,"MA","WV"
"6194","Massachusetts","Wisconsin",540,2009,"MA","WI"
"6195","Wyoming","Massachusetts",60,2009,"WY","MA"
"6196","Minnesota","Michigan",626,2009,"MN","MI"
"6197","Mississippi","Michigan",743,2009,"MS","MI"
"6198","Michigan","Missouri",133,2009,"MI","MO"
"6199","Montana","Michigan",214,2009,"MT","MI"
"6200","Nebraska","Michigan",942,2009,"NE","MI"
"6201","Nevada","Michigan",936,2009,"NV","MI"
"6202","Michigan","New Hampshire",121,2009,"MI","NH"
"6203","Michigan","New Jersey",1408,2009,"MI","NJ"
"6204","New Mexico","Michigan",555,2009,"NM","MI"
"6205","New York","Michigan",2884,2009,"NY","MI"
"6206","North Carolina","Michigan",6501,2009,"NC","MI"
"6207","North Dakota","Michigan",328,2009,"ND","MI"
"6208","Ohio","Michigan",3454,2009,"OH","MI"
"6209","Oklahoma","Michigan",72,2009,"OK","MI"
"6210","Michigan","Oregon",6,2009,"MI","OR"
"6211","Pennsylvania","Michigan",2325,2009,"PA","MI"
"6212","Michigan","Puerto Rico",594,2009,"MI","PR"
"6213","Rhode Island","Michigan",8,2009,"RI","MI"
"6214","South Carolina","Michigan",1660,2009,"SC","MI"
"6215","South Dakota","Michigan",355,2009,"SD","MI"
"6216","Tennessee","Michigan",4341,2009,"TN","MI"
"6217","Texas","Michigan",6302,2009,"TX","MI"
"6218","Utah","Michigan",295,2009,"UT","MI"
"6219","Michigan","Vermont",148,2009,"MI","VT"
"6220","Virginia","Michigan",5173,2009,"VA","MI"
"6221","Washington","Michigan",1430,2009,"WA","MI"
"6222","West Virginia","Michigan",1865,2009,"WV","MI"
"6223","Michigan","Wisconsin",432,2009,"MI","WI"
"6224","Wyoming","Michigan",963,2009,"WY","MI"
"6225","Minnesota","Mississippi",26,2009,"MN","MS"
"6226","Missouri","Minnesota",793,2009,"MO","MN"
"6227","Minnesota","Montana",245,2009,"MN","MT"
"6228","Nebraska","Minnesota",271,2009,"NE","MN"
"6229","Nevada","Minnesota",894,2009,"NV","MN"
"6230","Minnesota","New Hampshire",74,2009,"MN","NH"
"6231","Minnesota","New Jersey",93,2009,"MN","NJ"
"6232","Minnesota","New Mexico",123,2009,"MN","NM"
"6233","Minnesota","New York",354,2009,"MN","NY"
"6234","Minnesota","North Carolina",1753,2009,"MN","NC"
"6235","North Dakota","Minnesota",6404,2009,"ND","MN"
"6236","Ohio","Minnesota",1376,2009,"OH","MN"
"6237","Minnesota","Oklahoma",646,2009,"MN","OK"
"6238","Oregon","Minnesota",320,2009,"OR","MN"
"6239","Minnesota","Pennsylvania",104,2009,"MN","PA"
"6240","Minnesota","Puerto Rico",0,2009,"MN","PR"
"6241","Rhode Island","Minnesota",169,2009,"RI","MN"
"6242","Minnesota","South Carolina",74,2009,"MN","SC"
"6243","South Dakota","Minnesota",2177,2009,"SD","MN"
"6244","Minnesota","Tennessee",92,2009,"MN","TN"
"6245","Texas","Minnesota",2240,2009,"TX","MN"
"6246","Utah","Minnesota",699,2009,"UT","MN"
"6247","Minnesota","Vermont",268,2009,"MN","VT"
"6248","Minnesota","Virginia",671,2009,"MN","VA"
"6249","Minnesota","Washington",762,2009,"MN","WA"
"6250","Minnesota","West Virginia",27,2009,"MN","WV"
"6251","Minnesota","Wisconsin",252,2009,"MN","WI"
"6252","Minnesota","Wyoming",79,2009,"MN","WY"
"6253","Missouri","Mississippi",382,2009,"MO","MS"
"6254","Montana","Mississippi",395,2009,"MT","MS"
"6255","Nebraska","Mississippi",418,2009,"NE","MS"
"6256","Nevada","Mississippi",45,2009,"NV","MS"
"6257","New Hampshire","Mississippi",187,2009,"NH","MS"
"6258","New Jersey","Mississippi",63,2009,"NJ","MS"
"6259","New Mexico","Mississippi",381,2009,"NM","MS"
"6260","Mississippi","New York",204,2009,"MS","NY"
"6261","North Carolina","Mississippi",1802,2009,"NC","MS"
"6262","North Dakota","Mississippi",36,2009,"ND","MS"
"6263","Mississippi","Ohio",540,2009,"MS","OH"
"6264","Oklahoma","Mississippi",410,2009,"OK","MS"
"6265","Oregon","Mississippi",94,2009,"OR","MS"
"6266","Pennsylvania","Mississippi",714,2009,"PA","MS"
"6267","Mississippi","Puerto Rico",103,2009,"MS","PR"
"6268","Rhode Island","Mississippi",59,2009,"RI","MS"
"6269","South Carolina","Mississippi",290,2009,"SC","MS"
"6270","Mississippi","South Dakota",19,2009,"MS","SD"
"6271","Mississippi","Tennessee",1201,2009,"MS","TN"
"6272","Texas","Mississippi",1305,2009,"TX","MS"
"6273","Utah","Mississippi",191,2009,"UT","MS"
"6274","Mississippi","Vermont",0,2009,"MS","VT"
"6275","Virginia","Mississippi",685,2009,"VA","MS"
"6276","Washington","Mississippi",832,2009,"WA","MS"
"6277","West Virginia","Mississippi",838,2009,"WV","MS"
"6278","Mississippi","Wisconsin",702,2009,"MS","WI"
"6279","Mississippi","Wyoming",0,2009,"MS","WY"
"6280","Missouri","Montana",38,2009,"MO","MT"
"6281","Nebraska","Missouri",1086,2009,"NE","MO"
"6282","Missouri","Nevada",658,2009,"MO","NV"
"6283","New Hampshire","Missouri",130,2009,"NH","MO"
"6284","Missouri","New Jersey",1201,2009,"MO","NJ"
"6285","New Mexico","Missouri",1426,2009,"NM","MO"
"6286","Missouri","New York",330,2009,"MO","NY"
"6287","North Carolina","Missouri",1179,2009,"NC","MO"
"6288","Missouri","North Dakota",172,2009,"MO","ND"
"6289","Missouri","Ohio",1350,2009,"MO","OH"
"6290","Oklahoma","Missouri",1222,2009,"OK","MO"
"6291","Missouri","Oregon",514,2009,"MO","OR"
"6292","Missouri","Pennsylvania",1333,2009,"MO","PA"
"6293","Missouri","Puerto Rico",66,2009,"MO","PR"
"6294","Missouri","Rhode Island",189,2009,"MO","RI"
"6295","South Carolina","Missouri",975,2009,"SC","MO"
"6296","Missouri","South Dakota",1110,2009,"MO","SD"
"6297","Missouri","Tennessee",16,2009,"MO","TN"
"6298","Texas","Missouri",2985,2009,"TX","MO"
"6299","Missouri","Utah",97,2009,"MO","UT"
"6300","Missouri","Vermont",9,2009,"MO","VT"
"6301","Missouri","Virginia",3308,2009,"MO","VA"
"6302","Washington","Missouri",1540,2009,"WA","MO"
"6303","Missouri","West Virginia",536,2009,"MO","WV"
"6304","Missouri","Wisconsin",3727,2009,"MO","WI"
"6305","Wyoming","Missouri",1615,2009,"WY","MO"
"6306","Nebraska","Montana",197,2009,"NE","MT"
"6307","Montana","Nevada",771,2009,"MT","NV"
"6308","New Hampshire","Montana",417,2009,"NH","MT"
"6309","Montana","New Jersey",60,2009,"MT","NJ"
"6310","New Mexico","Montana",292,2009,"NM","MT"
"6311","New York","Montana",510,2009,"NY","MT"
"6312","Montana","North Carolina",515,2009,"MT","NC"
"6313","North Dakota","Montana",638,2009,"ND","MT"
"6314","Montana","Ohio",30,2009,"MT","OH"
"6315","Montana","Oklahoma",4,2009,"MT","OK"
"6316","Oregon","Montana",399,2009,"OR","MT"
"6317","Montana","Pennsylvania",109,2009,"MT","PA"
"6318","Montana","Puerto Rico",0,2009,"MT","PR"
"6319","Montana","Rhode Island",3,2009,"MT","RI"
"6320","South Carolina","Montana",53,2009,"SC","MT"
"6321","South Dakota","Montana",1412,2009,"SD","MT"
"6322","Montana","Tennessee",417,2009,"MT","TN"
"6323","Texas","Montana",444,2009,"TX","MT"
"6324","Utah","Montana",661,2009,"UT","MT"
"6325","Montana","Vermont",0,2009,"MT","VT"
"6326","Virginia","Montana",365,2009,"VA","MT"
"6327","Montana","Washington",1651,2009,"MT","WA"
"6328","Montana","West Virginia",45,2009,"MT","WV"
"6329","Montana","Wisconsin",553,2009,"MT","WI"
"6330","Wyoming","Montana",774,2009,"WY","MT"
"6331","Nebraska","Nevada",116,2009,"NE","NV"
"6332","Nebraska","New Hampshire",408,2009,"NE","NH"
"6333","New Jersey","Nebraska",115,2009,"NJ","NE"
"6334","New Mexico","Nebraska",636,2009,"NM","NE"
"6335","Nebraska","New York",200,2009,"NE","NY"
"6336","North Carolina","Nebraska",134,2009,"NC","NE"
"6337","Nebraska","North Dakota",582,2009,"NE","ND"
"6338","Ohio","Nebraska",289,2009,"OH","NE"
"6339","Oklahoma","Nebraska",210,2009,"OK","NE"
"6340","Oregon","Nebraska",473,2009,"OR","NE"
"6341","Nebraska","Pennsylvania",3,2009,"NE","PA"
"6342","Nebraska","Puerto Rico",31,2009,"NE","PR"
"6343","Rhode Island","Nebraska",13,2009,"RI","NE"
"6344","Nebraska","South Carolina",465,2009,"NE","SC"
"6345","South Dakota","Nebraska",811,2009,"SD","NE"
"6346","Tennessee","Nebraska",687,2009,"TN","NE"
"6347","Nebraska","Texas",717,2009,"NE","TX"
"6348","Utah","Nebraska",902,2009,"UT","NE"
"6349","Nebraska","Vermont",207,2009,"NE","VT"
"6350","Virginia","Nebraska",911,2009,"VA","NE"
"6351","Nebraska","Washington",1925,2009,"NE","WA"
"6352","West Virginia","Nebraska",169,2009,"WV","NE"
"6353","Nebraska","Wisconsin",595,2009,"NE","WI"
"6354","Nebraska","Wyoming",424,2009,"NE","WY"
"6355","Nevada","New Hampshire",763,2009,"NV","NH"
"6356","Nevada","New Jersey",206,2009,"NV","NJ"
"6357","New Mexico","Nevada",1730,2009,"NM","NV"
"6358","New York","Nevada",1499,2009,"NY","NV"
"6359","Nevada","North Carolina",253,2009,"NV","NC"
"6360","Nevada","North Dakota",430,2009,"NV","ND"
"6361","Ohio","Nevada",954,2009,"OH","NV"
"6362","Oklahoma","Nevada",1012,2009,"OK","NV"
"6363","Oregon","Nevada",794,2009,"OR","NV"
"6364","Pennsylvania","Nevada",1322,2009,"PA","NV"
"6365","Nevada","Puerto Rico",738,2009,"NV","PR"
"6366","Nevada","Rhode Island",85,2009,"NV","RI"
"6367","South Carolina","Nevada",639,2009,"SC","NV"
"6368","Nevada","South Dakota",247,2009,"NV","SD"
"6369","Tennessee","Nevada",203,2009,"TN","NV"
"6370","Texas","Nevada",1120,2009,"TX","NV"
"6371","Nevada","Utah",59,2009,"NV","UT"
"6372","Vermont","Nevada",30,2009,"VT","NV"
"6373","Nevada","Virginia",409,2009,"NV","VA"
"6374","Washington","Nevada",876,2009,"WA","NV"
"6375","West Virginia","Nevada",85,2009,"WV","NV"
"6376","Wisconsin","Nevada",8,2009,"WI","NV"
"6377","Nevada","Wyoming",236,2009,"NV","WY"
"6378","New Hampshire","New Jersey",260,2009,"NH","NJ"
"6379","New Hampshire","New Mexico",0,2009,"NH","NM"
"6380","New Hampshire","New York",85,2009,"NH","NY"
"6381","North Carolina","New Hampshire",985,2009,"NC","NH"
"6382","New Hampshire","North Dakota",0,2009,"NH","ND"
"6383","Ohio","New Hampshire",286,2009,"OH","NH"
"6384","Oklahoma","New Hampshire",28,2009,"OK","NH"
"6385","New Hampshire","Oregon",249,2009,"NH","OR"
"6386","New Hampshire","Pennsylvania",293,2009,"NH","PA"
"6387","Puerto Rico","New Hampshire",51,2009,"PR","NH"
"6388","New Hampshire","Rhode Island",192,2009,"NH","RI"
"6389","South Carolina","New Hampshire",1240,2009,"SC","NH"
"6390","New Hampshire","South Dakota",324,2009,"NH","SD"
"6391","Tennessee","New Hampshire",288,2009,"TN","NH"
"6392","Texas","New Hampshire",3,2009,"TX","NH"
"6393","New Hampshire","Utah",3,2009,"NH","UT"
"6394","Vermont","New Hampshire",1719,2009,"VT","NH"
"6395","Virginia","New Hampshire",609,2009,"VA","NH"
"6396","Washington","New Hampshire",195,2009,"WA","NH"
"6397","New Hampshire","West Virginia",0,2009,"NH","WV"
"6398","New Hampshire","Wisconsin",6,2009,"NH","WI"
"6399","New Hampshire","Wyoming",0,2009,"NH","WY"
"6400","New Mexico","New Jersey",519,2009,"NM","NJ"
"6401","New Jersey","New York",5062,2009,"NJ","NY"
"6402","North Carolina","New Jersey",9767,2009,"NC","NJ"
"6403","North Dakota","New Jersey",150,2009,"ND","NJ"
"6404","Ohio","New Jersey",65,2009,"OH","NJ"
"6405","Oklahoma","New Jersey",756,2009,"OK","NJ"
"6406","Oregon","New Jersey",589,2009,"OR","NJ"
"6407","Pennsylvania","New Jersey",18053,2009,"PA","NJ"
"6408","New Jersey","Puerto Rico",3150,2009,"NJ","PR"
"6409","Rhode Island","New Jersey",796,2009,"RI","NJ"
"6410","South Carolina","New Jersey",3396,2009,"SC","NJ"
"6411","South Dakota","New Jersey",57,2009,"SD","NJ"
"6412","Tennessee","New Jersey",1149,2009,"TN","NJ"
"6413","Texas","New Jersey",2445,2009,"TX","NJ"
"6414","Utah","New Jersey",251,2009,"UT","NJ"
"6415","Vermont","New Jersey",493,2009,"VT","NJ"
"6416","Virginia","New Jersey",5970,2009,"VA","NJ"
"6417","Washington","New Jersey",909,2009,"WA","NJ"
"6418","West Virginia","New Jersey",407,2009,"WV","NJ"
"6419","Wisconsin","New Jersey",293,2009,"WI","NJ"
"6420","Wyoming","New Jersey",44,2009,"WY","NJ"
"6421","New York","New Mexico",948,2009,"NY","NM"
"6422","North Carolina","New Mexico",922,2009,"NC","NM"
"6423","North Dakota","New Mexico",143,2009,"ND","NM"
"6424","New Mexico","Ohio",287,2009,"NM","OH"
"6425","Oklahoma","New Mexico",1596,2009,"OK","NM"
"6426","Oregon","New Mexico",130,2009,"OR","NM"
"6427","New Mexico","Pennsylvania",182,2009,"NM","PA"
"6428","New Mexico","Puerto Rico",252,2009,"NM","PR"
"6429","New Mexico","Rhode Island",0,2009,"NM","RI"
"6430","South Carolina","New Mexico",84,2009,"SC","NM"
"6431","South Dakota","New Mexico",21,2009,"SD","NM"
"6432","Tennessee","New Mexico",828,2009,"TN","NM"
"6433","Texas","New Mexico",5483,2009,"TX","NM"
"6434","New Mexico","Utah",1756,2009,"NM","UT"
"6435","New Mexico","Vermont",18,2009,"NM","VT"
"6436","New Mexico","Virginia",436,2009,"NM","VA"
"6437","Washington","New Mexico",682,2009,"WA","NM"
"6438","New Mexico","West Virginia",102,2009,"NM","WV"
"6439","Wisconsin","New Mexico",395,2009,"WI","NM"
"6440","Wyoming","New Mexico",142,2009,"WY","NM"
"6441","North Carolina","New York",9347,2009,"NC","NY"
"6442","North Dakota","New York",66,2009,"ND","NY"
"6443","Ohio","New York",4629,2009,"OH","NY"
"6444","Oklahoma","New York",299,2009,"OK","NY"
"6445","Oregon","New York",176,2009,"OR","NY"
"6446","Pennsylvania","New York",9937,2009,"PA","NY"
"6447","New York","Puerto Rico",1951,2009,"NY","PR"
"6448","Rhode Island","New York",422,2009,"RI","NY"
"6449","South Carolina","New York",6888,2009,"SC","NY"
"6450","South Dakota","New York",368,2009,"SD","NY"
"6451","Tennessee","New York",2625,2009,"TN","NY"
"6452","Texas","New York",2724,2009,"TX","NY"
"6453","Utah","New York",1279,2009,"UT","NY"
"6454","New York","Vermont",1734,2009,"NY","VT"
"6455","Virginia","New York",9568,2009,"VA","NY"
"6456","Washington","New York",3215,2009,"WA","NY"
"6457","West Virginia","New York",122,2009,"WV","NY"
"6458","Wisconsin","New York",309,2009,"WI","NY"
"6459","New York","Wyoming",214,2009,"NY","WY"
"6460","North Dakota","North Carolina",182,2009,"ND","NC"
"6461","North Carolina","Ohio",5916,2009,"NC","OH"
